# chain=base rpc=https://base.publicnode.com contract=0x09154248ffdbaf8aa877ae8a4bf8ce1503596428
# block=40640676
tokenId,owner
416,0x76d0e7a13248945ee9f808b4a472262b28778942
417,0x76d0e7a13248945ee9f808b4a472262b28778942
418,0x09a900eb2ff6e9aca12d4d1a396ddc9be0307661
419,0x76d0e7a13248945ee9f808b4a472262b28778942
420,0x8847925f96be82ad7e48b26f641e7d47d073fe0a
421,0x09a80a434a3ea1e247dabc7ec979b7392f34b510
422,0x5d13b662a387a0e40b9320b8759e38c1204ec5ea
423,0x76d0e7a13248945ee9f808b4a472262b28778942
424,0x76d0e7a13248945ee9f808b4a472262b28778942
426,0x76d0e7a13248945ee9f808b4a472262b28778942
427,0x09a80a434a3ea1e247dabc7ec979b7392f34b510
430,0x26e90a7e9e599b4c4676b9c4a1de437dcb2430f6
432,0xc876ec039b90718ff7fc3754b3eec8d2e8918f2f
434,0x09a900eb2ff6e9aca12d4d1a396ddc9be0307661
435,0x76d0e7a13248945ee9f808b4a472262b28778942
436,0xc876ec039b90718ff7fc3754b3eec8d2e8918f2f
438,0x21ee4e4994a5d87f579b9aee5e22142b85e9c624
439,0x21ee4e4994a5d87f579b9aee5e22142b85e9c624
440,0x76d0e7a13248945ee9f808b4a472262b28778942
441,0x76d0e7a13248945ee9f808b4a472262b28778942
442,0x09a80a434a3ea1e247dabc7ec979b7392f34b510
444,0x76d0e7a13248945ee9f808b4a472262b28778942
445,0x2a78be7b3b40671fa356798e7908654234bc0444
447,0x21ee4e4994a5d87f579b9aee5e22142b85e9c624
448,0x2a78be7b3b40671fa356798e7908654234bc0444
449,0x76d0e7a13248945ee9f808b4a472262b28778942
450,0x5d13b662a387a0e40b9320b8759e38c1204ec5ea
451,0x2a78be7b3b40671fa356798e7908654234bc0444
452,0x76d0e7a13248945ee9f808b4a472262b28778942
453,0x2a78be7b3b40671fa356798e7908654234bc0444
454,0x5d13b662a387a0e40b9320b8759e38c1204ec5ea
455,0xefbe74a2d564b5da62407d452038db32c9fd6b27
456,0x76d0e7a13248945ee9f808b4a472262b28778942
457,0x76d0e7a13248945ee9f808b4a472262b28778942
458,0x76d0e7a13248945ee9f808b4a472262b28778942
459,0x76d0e7a13248945ee9f808b4a472262b28778942
460,0x2a78be7b3b40671fa356798e7908654234bc0444
462,0x76d0e7a13248945ee9f808b4a472262b28778942
463,0x76d0e7a13248945ee9f808b4a472262b28778942
464,0x76d0e7a13248945ee9f808b4a472262b28778942
465,0x76d0e7a13248945ee9f808b4a472262b28778942
466,0xc421401af43d217d8bf16f18ffd076f3c84219d9
467,0xe04885c3f1419c6e8495c33bdcf5f8387cd88846
468,0xefbe74a2d564b5da62407d452038db32c9fd6b27
469,0x5d13b662a387a0e40b9320b8759e38c1204ec5ea
470,0x76d0e7a13248945ee9f808b4a472262b28778942
471,0x76d0e7a13248945ee9f808b4a472262b28778942
472,0x76d0e7a13248945ee9f808b4a472262b28778942
473,0x2a78be7b3b40671fa356798e7908654234bc0444
474,0x76d0e7a13248945ee9f808b4a472262b28778942
475,0x5d13b662a387a0e40b9320b8759e38c1204ec5ea
476,0x76d0e7a13248945ee9f808b4a472262b28778942
477,0x76d0e7a13248945ee9f808b4a472262b28778942
478,0xc421401af43d217d8bf16f18ffd076f3c84219d9
479,0x76d0e7a13248945ee9f808b4a472262b28778942
480,0xc421401af43d217d8bf16f18ffd076f3c84219d9
481,0x76d0e7a13248945ee9f808b4a472262b28778942
484,0x76d0e7a13248945ee9f808b4a472262b28778942
485,0x76d0e7a13248945ee9f808b4a472262b28778942
486,0x76d0e7a13248945ee9f808b4a472262b28778942
488,0x76d0e7a13248945ee9f808b4a472262b28778942
489,0xc421401af43d217d8bf16f18ffd076f3c84219d9
491,0x76d0e7a13248945ee9f808b4a472262b28778942
492,0xc421401af43d217d8bf16f18ffd076f3c84219d9
493,0xc421401af43d217d8bf16f18ffd076f3c84219d9
494,0xc421401af43d217d8bf16f18ffd076f3c84219d9
495,0xc421401af43d217d8bf16f18ffd076f3c84219d9
496,0xc421401af43d217d8bf16f18ffd076f3c84219d9
497,0xc421401af43d217d8bf16f18ffd076f3c84219d9
498,0x76d0e7a13248945ee9f808b4a472262b28778942
499,0xc421401af43d217d8bf16f18ffd076f3c84219d9
500,0xc421401af43d217d8bf16f18ffd076f3c84219d9
501,0x76d0e7a13248945ee9f808b4a472262b28778942
502,0x76d0e7a13248945ee9f808b4a472262b28778942
503,0x76d0e7a13248945ee9f808b4a472262b28778942
504,0x76d0e7a13248945ee9f808b4a472262b28778942
505,0x09a80a434a3ea1e247dabc7ec979b7392f34b510
506,0x76d0e7a13248945ee9f808b4a472262b28778942
507,0x76d0e7a13248945ee9f808b4a472262b28778942
508,0x76d0e7a13248945ee9f808b4a472262b28778942
509,0x76d0e7a13248945ee9f808b4a472262b28778942
510,0x76d0e7a13248945ee9f808b4a472262b28778942
511,0x76d0e7a13248945ee9f808b4a472262b28778942
512,0xc421401af43d217d8bf16f18ffd076f3c84219d9
513,0xc421401af43d217d8bf16f18ffd076f3c84219d9
514,0xc421401af43d217d8bf16f18ffd076f3c84219d9
515,0xc421401af43d217d8bf16f18ffd076f3c84219d9
516,0xc421401af43d217d8bf16f18ffd076f3c84219d9
517,0x76d0e7a13248945ee9f808b4a472262b28778942
518,0xc421401af43d217d8bf16f18ffd076f3c84219d9
519,0x86e36c9ba3c6a2542fd761bc2b4fd61a110ea6cd
520,0x76d0e7a13248945ee9f808b4a472262b28778942
521,0x76d0e7a13248945ee9f808b4a472262b28778942
522,0x21ee4e4994a5d87f579b9aee5e22142b85e9c624
523,0x21ee4e4994a5d87f579b9aee5e22142b85e9c624
524,0x76d0e7a13248945ee9f808b4a472262b28778942
525,0x21ee4e4994a5d87f579b9aee5e22142b85e9c624
526,0x21ee4e4994a5d87f579b9aee5e22142b85e9c624
527,0x5d13b662a387a0e40b9320b8759e38c1204ec5ea
528,0x76d0e7a13248945ee9f808b4a472262b28778942
529,0xc421401af43d217d8bf16f18ffd076f3c84219d9
530,0xc421401af43d217d8bf16f18ffd076f3c84219d9
531,0xc421401af43d217d8bf16f18ffd076f3c84219d9
532,0xc421401af43d217d8bf16f18ffd076f3c84219d9
533,0xc421401af43d217d8bf16f18ffd076f3c84219d9
534,0x8e5caf3f39b83dbc7663f7fc2b929e21d55482af
536,0x8e5caf3f39b83dbc7663f7fc2b929e21d55482af
537,0xc7aab24ede583b0dc9041343ae51466bb86a1ab7
538,0xc7aab24ede583b0dc9041343ae51466bb86a1ab7
539,0xc421401af43d217d8bf16f18ffd076f3c84219d9
540,0xd5d06cb9ddeeb297a84f33a6b396637ffdbdbccd
543,0xc6f95eee7e639674d4866b88acb944a4dff45619
544,0x8e5caf3f39b83dbc7663f7fc2b929e21d55482af
545,0x8e5caf3f39b83dbc7663f7fc2b929e21d55482af
546,0x86e36c9ba3c6a2542fd761bc2b4fd61a110ea6cd
547,0xc876ec039b90718ff7fc3754b3eec8d2e8918f2f
548,0x8e5caf3f39b83dbc7663f7fc2b929e21d55482af
549,0x86e36c9ba3c6a2542fd761bc2b4fd61a110ea6cd
550,0xe04885c3f1419c6e8495c33bdcf5f8387cd88846
551,0x76d0e7a13248945ee9f808b4a472262b28778942
552,0xe04885c3f1419c6e8495c33bdcf5f8387cd88846
553,0xc7aab24ede583b0dc9041343ae51466bb86a1ab7
554,0x8e5caf3f39b83dbc7663f7fc2b929e21d55482af
555,0x8e5caf3f39b83dbc7663f7fc2b929e21d55482af
556,0xc7aab24ede583b0dc9041343ae51466bb86a1ab7
557,0x8e5caf3f39b83dbc7663f7fc2b929e21d55482af
559,0xc7aab24ede583b0dc9041343ae51466bb86a1ab7
561,0xc7aab24ede583b0dc9041343ae51466bb86a1ab7
564,0xc7aab24ede583b0dc9041343ae51466bb86a1ab7
565,0xc421401af43d217d8bf16f18ffd076f3c84219d9
568,0xc7aab24ede583b0dc9041343ae51466bb86a1ab7
569,0x8e5caf3f39b83dbc7663f7fc2b929e21d55482af
571,0x8e5caf3f39b83dbc7663f7fc2b929e21d55482af
573,0xe04885c3f1419c6e8495c33bdcf5f8387cd88846
575,0xc7aab24ede583b0dc9041343ae51466bb86a1ab7
576,0x43f8c3e0c0ab23f0a8660f3ea3ce1a7016f96a33
578,0xc7aab24ede583b0dc9041343ae51466bb86a1ab7
579,0xc421401af43d217d8bf16f18ffd076f3c84219d9
580,0xc421401af43d217d8bf16f18ffd076f3c84219d9
581,0x8e5caf3f39b83dbc7663f7fc2b929e21d55482af
584,0x8e5caf3f39b83dbc7663f7fc2b929e21d55482af
585,0x8e5caf3f39b83dbc7663f7fc2b929e21d55482af
587,0xc7aab24ede583b0dc9041343ae51466bb86a1ab7
588,0xc7aab24ede583b0dc9041343ae51466bb86a1ab7
589,0x8e5caf3f39b83dbc7663f7fc2b929e21d55482af
590,0x76d0e7a13248945ee9f808b4a472262b28778942
591,0x8f34fe11ce28893dea6a802c8d0b3d0ffc7f5cea
